20180101	0
20180102	420
20180103	2998
20180104	3644
20180105	4220
20180106	1046
20180107	1088
20180108	4354
20180109	4429
20180110	4450
20180111	3548
20180112	3661
20180113	1997
20180114	2459
20180115	3190
20180116	3033
20180117	4720
20180118	4000
20180119	4304
20180120	2022
20180121	1855
20180122	4951
20180123	4550
20180124	4453
20180125	4383
20180126	3666
20180127	1302
20180128	2194
20180129	2616
20180130	3885
20180131	3368
20180201	3431
20180202	4587
20180203	1538
20180204	894
20180205	5224
20180206	10323
20180207	5624
20180208	4688
20180209	6293
20180210	2361
20180211	1763
20180212	3824
20180213	1596
20180214	1502
20180215	1366
20180216	2021
20180217	946
20180218	1226
20180219	1118
20180220	1330
20180221	3408
20180222	2614
20180223	4334
20180224	977
20180225	1847
20180226	3343
20180227	4329
20180228	1636
20180301	3399
20180302	4808
20180303	1307
20180304	964
20180305	3328
20180306	2974
20180307	4915
20180308	4302
20180309	5229
20180310	1544
20180311	2065
20180312	4273
20180313	4742
20180314	4149
20180315	4593
20180316	4641
20180317	1652
20180318	2042
20180319	4155
20180320	4124
20180321	4852
20180322	5241
20180323	6332
20180324	2628
20180325	1996
20180326	6159
20180327	3741
20180328	5200
20180329	5613
20180330	5154
20180331	5250
20180401	1850
20180402	5123
20180403	6263
20180404	2597
20180405	3001
20180406	2793
20180407	1842
20180408	1959
20180409	4411
20180410	6184
20180411	6296
20180412	4604
20180413	5998
20180414	2068
20180415	1617
20180416	3685
20180417	4605
20180418	4762
20180419	5714
20180420	6471
20180421	2953
20180422	2793
20180423	4411
20180424	5882
20180425	5870
20180426	6396
20180427	5608
20180428	1777
20180429	2924
20180430	5368
20180501	1913
20180502	3939
20180503	5439
20180504	5551
20180505	2062
20180506	3124
20180507	5035
20180508	6792
20180509	4759
20180510	5545
20180511	6753
20180512	1622
20180513	1601
20180514	5171
20180515	4995
20180516	4709
20180517	5280
20180518	5281
20180519	2005
20180520	1536
20180521	4724
20180522	4665
20180523	4872
20180524	6729
20180525	4086
20180526	1489
