20180101	0
20180102	8
20180103	42
20180104	50
20180105	53
20180106	21
20180107	29
20180108	69
20180109	80
20180110	70
20180111	56
20180112	48
20180113	21
20180114	35
20180115	61
20180116	42
20180117	55
20180118	46
20180119	56
20180120	41
20180121	37
20180122	66
20180123	55
20180124	50
20180125	52
20180126	46
20180127	28
20180128	37
20180129	49
20180130	50
20180131	51
20180201	55
20180202	53
20180203	35
20180204	27
20180205	62
20180206	158
20180207	69
20180208	58
20180209	67
20180210	49
20180211	48
20180212	50
20180213	28
20180214	23
20180215	22
20180216	26
20180217	19
20180218	15
20180219	27
20180220	22
20180221	43
20180222	45
20180223	59
20180224	25
20180225	42
20180226	52
20180227	44
20180228	43
20180301	28
20180302	43
20180303	30
20180304	30
20180305	54
20180306	42
20180307	65
20180308	68
20180309	74
20180310	32
20180311	42
20180312	58
20180313	77
20180314	61
20180315	55
20180316	63
20180317	36
20180318	26
20180319	59
20180320	59
20180321	68
20180322	72
20180323	86
20180324	51
20180325	34
20180326	75
20180327	64
20180328	62
20180329	78
20180330	72
20180331	76
20180401	41
20180402	63
20180403	69
20180404	55
20180405	30
20180406	34
20180407	29
20180408	40
20180409	71
20180410	91
20180411	65
20180412	41
20180413	65
20180414	33
20180415	36
20180416	55
20180417	47
20180418	68
20180419	61
20180420	69
20180421	59
20180422	41
20180423	57
20180424	70
20180425	72
20180426	95
20180427	68
20180428	43
20180429	38
20180430	64
20180501	48
20180502	58
20180503	67
20180504	67
20180505	42
20180506	45
20180507	53
20180508	89
20180509	88
20180510	82
20180511	89
20180512	41
20180513	29
20180514	63
20180515	59
20180516	68
20180517	62
20180518	70
20180519	39
20180520	29
20180521	55
20180522	68
20180523	75
20180524	63
20180525	49
20180526	41
20180527	36
20180528	61
20180529	57
20180530	66
20180531	48
20180601	45
20180602	40
20180603	50
20180604	67
20180605	68
20180606	82
20180607	89
20180608	76
20180609	62
20180610	48
20180611	59
20180612	72
20180613	78
20180614	80
20180615	59
20180616	50
20180617	41
20180618	30
20180619	84
20180620	66
20180621	72
20180622	80
20180623	38
20180624	42
20180625	72
20180626	65
20180627	72
20180628	56
20180629	64
20180630	40
20180701	32
20180702	57
20180703	71
20180704	70
20180705	73
20180706	83
20180707	19
20180708	31
20180709	58
20180710	60
20180711	56
20180712	46
20180713	33
20180714	15
20180715	21
20180716	63
20180717	67
20180718	42
20180719	60
20180720	57
20180721	52
20180722	41
20180723	77
20180724	71
20180725	62
20180726	66
20180727	71
20180728	48
20180729	33
20180730	60
20180731	71
20180801	66
20180802	71
20180803	80
20180804	32
20180805	34
20180806	67
20180807	90
20180808	70
20180809	90
20180810	96
20180811	48
20180812	43
20180813	78
20180814	100
20180815	85
20180816	82
20180817	72
20180818	40
20180819	30
20180820	64
20180821	62
20180822	68
20180823	69
20180824	54
20180825	40
20180826	45
20180827	48
20180828	49
20180829	58
20180830	57
20180831	56
20180901	35
20180902	29
20180903	87
20180904	55
20180905	65
20180906	94
20180907	94
20180908	46
20180909	64
20180910	101
20180911	74
20180912	86
20180913	67
20180914	69
20180915	40
20180916	30
20180917	80
20180918	77
20180919	75
20180920	76
20180921	63
20180922	36
20180923	46
20180924	37
20180925	61
20180926	66
20180927	70
20180928	69
20180929	47
20180930	55
20181001	70
20181002	61
20181003	69
20181004	75
20181005	107
20181006	43
20181007	55
20181008	80
20181009	69
20181010	53
20181011	173
20181012	99
20181013	54
20181014	46
20181015	62
20181016	71
20181017	88
20181018	69
20181019	70
